Original_Text,Cleaned_Text,Label
"Hi Support, I am not receiving the password reset email. Through evening investment.",I am not receiving the password reset email.,Request
"Hi Support, Why is my bill higher than the agreed amount? Once hospital type letter deal attention.",Why is my bill higher than the agreed amount?,Information
"Hi Support, How do I install the latest patch on Windows 11? Really act coach it road.",How do I install the latest patch on Windows 11?,Information
"Hi Support, I am not receiving the password reset email. Weight law risk century better.",I am not receiving the password reset email.,Request
"Hi Support, Please help me change the email address associated with my account. Size building involve artist protect.",Please help me change the email address associated with my account.,Request
"Hi Support, The application crashes every time I open the settings tab. Try from evening guess three trouble.",The application crashes every time I open the settings tab.,Problem
"Hi Support, I would like to request a demo for my team. Employee ok reality service skin might leader.",I would like to request a demo for my team.,Request
"Hi Support, I have been trying to update my payment method but it keeps failing. Light letter exactly machine.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, Where is your headquarters located? Majority shake through hot democratic.",Where is your headquarters located?,Information
"Hi Support, Lock my account immediately, I see transactions I didn't make. Her idea whole present stay more.","Lock my account immediately, I see transactions I didn't make.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Because it participant beautiful Mr full.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, I lost my phone and cannot pass the 2FA check. Think their take region.",I lost my phone and cannot pass the 2FA check.,Request
"Hi Support, The application crashes every time I open the settings tab. Pm per church great well yes.",The application crashes every time I open the settings tab.,Problem
"Hi Support, Where is your headquarters located? Hour will Congress bed billion.",Where is your headquarters located?,Information
"Hi Support, What are your support operating hours? Find reduce trial entire.",What are your support operating hours?,Information
"Hi Support, I requested a refund 5 days ago, where is it? However we either soon your response.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, Is there a roadmap for new features this year? Responsibility rule within care.",Is there a roadmap for new features this year?,Information
"Hi Support, Please help me change the email address associated with my account. Should here upon.",Please help me change the email address associated with my account.,Request
"Hi Support, How do I upgrade to the Enterprise plan? Community class record score.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, I want to permanently delete my account and data. Clearly language policy affect recognize kitchen.",I want to permanently delete my account and data.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Agent ask member make best but sea.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, I am not receiving the password reset email. Suddenly interesting our share reach ahead feel.",I am not receiving the password reset email.,Request
"Hi Support, How do I upgrade to the Enterprise plan? Step idea right heart.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, The application crashes every time I open the settings tab. South standard example country ask government important.",The application crashes every time I open the settings tab.,Problem
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Score career health place people.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
